away, away_score, home_score, home, year, week
Broncos,10,21,Dolphins,2001,12
Titans,31,15,Browns,2001,12
Lions,10,13,Bears,2001,12
Colts,27,39,Ravens,2001,12
Vikings,16,21,Steelers,2001,12
Patriots,17,16,Jets,2001,12
Chargers,10,13,Seahawks,2001,12
Rams,35,06,Falcons,2001,12
Cowboys,20,14,Redskins,2001,12
Cardinals,34,31,Raiders,2001,12
Bills,00,35,49ers,2001,12
Packers,28,21,Jaguars,2001,12
Chargers,14,24,Eagles,2001,13
49ers,14,27,Rams,2001,13
Giants,13,20,Cowboys,2001,13
Saints,28,10,Falcons,2001,13
Jaguars,14,10,Bengals,2001,13
Lions,12,15,Buccaneers,2001,13
Titans,24,42,Vikings,2001,13
Panthers,24,25,Bills,2001,13
Bears,07,17,Packers,2001,13
Browns,16,27,Patriots,2001,13
Redskins,20,10,Cardinals,2001,13
Chiefs,26,28,Raiders,2001,13
Jets,07,18,Steelers,2001,13
Seahawks,07,20,Broncos,2001,13
Colts,06,41,Dolphins,2001,13
Cardinals,13,17,Giants,2001,14
Raiders,13,06,Chargers,2001,14
Bengals,14,15,Jets,2001,14
Falcons,27,41,Colts,2001,14
Jaguars,15,10,Browns,2001,14
Buccaneers,03,27,Bears,2001,14
Patriots,12,09,Bills,2001,14
Vikings,24,27,Lions,2001,14
Broncos,23,26,Chiefs,2001,14
Eagles,20,06,Redskins,2001,14
Dolphins,00,21,49ers,2001,14
Packers,20,26,Titans,2001,14
Cowboys,03,29,Seahawks,2001,14
Steelers,26,21,Ravens,2001,14
Rams,34,21,Saints,2001,14
Dolphins,13,20,Patriots,2001,15
Eagles,03,13,49ers,2001,15
Titans,13,10,Raiders,2001,15
Bengals,00,16,Ravens,2001,15
Bears,20,15,Redskins,2001,15
Bills,30,33,Falcons,2001,15
Seahawks,24,27,Giants,2001,15
Chargers,17,20,Chiefs,2001,15
Rams,38,32,Panthers,2001,15
Lions,14,47,Steelers,2001,15
Jaguars,33,03,Vikings,2001,15
Saints,21,48,Buccaneers,2001,15
Cowboys,10,17,Cardinals,2001,15
Browns,07,30,Packers,2001,15
Jets,29,28,Colts,2001,15
Ravens,10,22,Buccaneers,2001,16
Colts,17,42,Rams,2001,16
Chiefs,30,26,Jaguars,2001,16
Vikings,13,24,Packers,2001,16
Browns,41,38,Titans,2001,16
Bears,24,00,Lions,2001,16
Bills,14,09,Jets,2001,16
Steelers,23,26,Bengals,2001,16
49ers,21,27,Cowboys,2001,16
Cardinals,30,07,Panthers,2001,16
Falcons,14,21,Dolphins,2001,16
Giants,21,24,Eagles,2001,16
Seahawks,25,22,Chargers,2001,16
Raiders,17,23,Broncos,2001,16
Redskins,40,10,Saints,2001,16
Broncos,10,29,Colts,2001,17
Cardinals,17,20,Redskins,2001,17
Browns,07,28,Steelers,2001,17
Patriots,38,06,Panthers,2001,17
49ers,38,00,Saints,2001,17
Jaguars,13,33,Bears,2001,17
Packers,34,25,Giants,2001,17
Bengals,23,21,Titans,2001,17
Cowboys,10,15,Lions,2001,17
Falcons,13,31,Rams,2001,17
Chiefs,18,21,Seahawks,2001,17
Jets,24,22,Raiders,2001,17
Bills,07,34,Dolphins,2001,17
Eagles,17,13,Buccaneers,2001,17
Vikings,03,19,Ravens,2001,17
Ravens,16,00,Steelers,2000,1
49ers,28,36,Falcons,2000,1
Panthers,17,20,Redskins,2000,1
Cardinals,16,21,Giants,2000,1
Bears,27,30,Vikings,2000,1
Colts,27,14,Chiefs,2000,1
Jaguars,27,07,Browns,2000,1
Buccaneers,21,16,Patriots,2000,1
Lions,14,10,Saints,2000,1
Eagles,41,14,Cowboys,2000,1
Seahawks,00,23,Dolphins,2000,1
Chargers,06,09,Raiders,2000,1
Jets,20,16,Packers,2000,1
Titans,13,16,Bills,2000,1
Broncos,36,41,Rams,2000,1
Raiders,38,31,Colts,2000,2
Giants,33,18,Eagles,2000,2
Bears,00,41,Buccaneers,2000,2
Browns,24,07,Bengals,2000,2
Packers,18,27,Bills,2000,2
Jaguars,36,39,Ravens,2000,2
Chiefs,14,17,Titans,2000,2
Dolphins,07,13,Vikings,2000,2
Saints,28,27,Chargers,2000,2
Falcons,14,42,Broncos,2000,2
Panthers,38,22,49ers,2000,2
Redskins,10,15,Lions,2000,2
Rams,37,34,Seahawks,2000,2
Cowboys,31,32,Cardinals,2000,2
Patriots,19,20,Jets,2000,2
49ers,24,41,Rams,2000,3
Chargers,10,42,Chiefs,2000,3
Bengals,00,13,Jaguars,2000,3
Falcons,15,10,Panthers,2000,3
Steelers,20,23,Browns,2000,3
Bills,14,27,Jets,2000,3
Buccaneers,31,10,Lions,2000,3
Eagles,03,06,Packers,2000,3
Broncos,33,24,Raiders,2000,3
Saints,10,20,Seahawks,2000,3
Vikings,21,13,Patriots,2000,3
Giants,14,07,Bears,2000,3
Ravens,06,19,Dolphins,2000,3
Cowboys,27,21,Redskins,2000,3
Lions,21,14,Bears,2000,4
49ers,41,24,Cowboys,2000,4
Rams,41,20,Falcons,2000,4
Bengals,00,37,Ravens,2000,4
Patriots,03,10,Dolphins,2000,4
Titans,23,20,Steelers,2000,4
Eagles,21,07,Saints,2000,4
Packers,29,03,Cardinals,2000,4
Seahawks,20,12,Chargers,2000,4
Chiefs,23,22,Broncos,2000,4
Browns,10,36,Raiders,2000,4
Jets,21,17,Buccaneers,2000,4
Redskins,16,06,Giants,2000,4
Jaguars,14,43,Colts,2000,4
Vikings,31,24,Lions,2000,5
Chargers,31,57,Rams,2000,5
Steelers,24,13,Jaguars,2000,5
Giants,14,28,Titans,2000,5
Colts,18,16,Bills,2000,5
Cowboys,16,13,Panthers,2000,5
Ravens,12,00,Browns,2000,5
Dolphins,31,16,Bengals,2000,5
Patriots,28,19,Broncos,2000,5
Buccaneers,17,20,Redskins,2000,5
Bears,27,24,Packers,2000,5
Cardinals,20,27,49ers,2000,5
Falcons,10,38,Eagles,2000,5
Seahawks,17,24,Chiefs,2000,5
Bills,13,22,Dolphins,2000,6
Packers,24,31,Lions,2000,6
Redskins,17,14,Eagles,2000,6
Colts,16,24,Patriots,2000,6
Saints,31,10,Bears,2000,6
Titans,23,14,Bengals,2000,6
Steelers,20,03,Jets,2000,6
Browns,21,29,Cardinals,2000,6
Giants,13,06,Falcons,2000,6
Seahawks,03,26,Panthers,2000,6
Broncos,21,07,Chargers,2000,6
Raiders,34,28,49ers,2000,6
Ravens,15,10,Jaguars,2000,6
Buccaneers,23,30,Vikings,2000,6
Ravens,03,10,Redskins,2000,7
Cowboys,14,19,Giants,2000,7
Bengals,00,15,Steelers,2000,7
Panthers,06,24,Saints,2000,7
Raiders,20,17,Chiefs,2000,7
Falcons,29,45,Rams,2000,7
Chargers,24,27,Bills,2000,7
Eagles,33,14,Cardinals,2000,7
Browns,10,44,Broncos,2000,7
Colts,37,24,Seahawks,2000,7
Jets,34,17,Patriots,2000,7
49ers,28,31,Packers,2000,7
Vikings,28,16,Bears,2000,7
Jaguars,13,27,Titans,2000,7
Lions,28,14,Buccaneers,2000,8
Patriots,23,30,Colts,2000,8
Broncos,21,31,Bengals,2000,8
Saints,21,19,Falcons,2000,8
Bears,09,13,Eagles,2000,8
Bills,27,31,Vikings,2000,8
Rams,34,54,Chiefs,2000,8
Cardinals,07,48,Cowboys,2000,8
Titans,14,06,Ravens,2000,8
49ers,16,34,Panthers,2000,8
Seahawks,03,31,Raiders,2000,8
Browns,00,22,Steelers,2000,8
Redskins,35,16,Jaguars,2000,8
Dolphins,37,40,Jets,2000,8
Panthers,12,13,Falcons,2000,9
Bengals,12,03,Browns,2000,9
Lions,18,30,Colts,2000,9
Packers,20,28,Dolphins,2000,9
Vikings,13,41,Buccaneers,2000,9
Steelers,09,06,Ravens,2000,9
Jets,20,23,Bills,2000,9
Saints,21,10,Cardinals,2000,9
Rams,34,24,49ers,2000,9
Eagles,07,24,Giants,2000,9
Chiefs,24,19,Seahawks,2000,9
Jaguars,23,17,Cowboys,2000,9
Raiders,15,13,Chargers,2000,9
Titans,27,21,Redskins,2000,9
Ravens,27,07,Bengals,2000,10
Cowboys,13,16,Eagles,2000,10
Dolphins,23,08,Lions,2000,10
Bills,16,13,Patriots,2000,10
Colts,24,27,Bears,2000,10
Buccaneers,27,14,Falcons,2000,10
49ers,15,31,Saints,2000,10
Steelers,07,09,Titans,2000,10
Giants,24,03,Browns,2000,10
Redskins,15,16,Cardinals,2000,10
Chiefs,31,49,Raiders,2000,10
Chargers,15,17,Seahawks,2000,10
Broncos,30,23,Jets,2000,10
Vikings,20,26,Packers,2000,10
Panthers,27,24,Rams,2000,10
Seahawks,28,21,Jaguars,2000,11
Saints,20,10,Panthers,2000,11
Bengals,06,23,Cowboys,2000,11
Bears,03,20,Bills,2000,11
Ravens,24,23,Titans,2000,11
Falcons,10,13,Lions,2000,11
Cardinals,14,31,Vikings,2000,11
Eagles,26,23,Steelers,2000,11
Patriots,11,19,Browns,2000,11
Chiefs,07,21,49ers,2000,11
Dolphins,17,07,Chargers,2000,11
Packers,15,20,Buccaneers,2000,11
Rams,38,24,Giants,2000,11
Jets,15,23,Colts,2000,11
Raiders,24,27,Broncos,2000,11
Browns,10,24,Titans,2000,12
Colts,24,26,Packers,2000,12
Buccaneers,10,13,Bears,2000,12
Bills,21,17,Chiefs,2000,12
Panthers,17,31,Vikings,2000,12
Bengals,13,16,Patriots,2000,12
Raiders,31,22,Saints,2000,12
Cardinals,09,34,Eagles,2000,12
Lions,31,21,Giants,2000,12
Jets,20,03,Dolphins,2000,12
Chargers,37,38,Broncos,2000,12
Cowboys,00,27,Ravens,2000,12
Falcons,06,16,49ers,2000,12
Jaguars,34,24,Steelers,2000,12
Redskins,33,20,Rams,2000,12
Patriots,09,34,Lions,2000,13
Vikings,27,15,Cowboys,2000,13
Steelers,48,28,Bengals,2000,13
Eagles,23,20,Redskins,2000,13
Saints,31,24,Rams,2000,13
Browns,07,44,Ravens,2000,13
Bears,10,17,Jets,2000,13
Bills,17,31,Buccaneers,2000,13
Falcons,14,41,Raiders,2000,13
Dolphins,17,14,Colts,2000,13
Broncos,38,31,Seahawks,2000,13
Chiefs,16,17,Chargers,2000,13
Titans,13,16,Jaguars,2000,13
Giants,31,07,Cardinals,2000,13
Packers,14,31,Panthers,2000,13
Lions,17,24,Vikings,2000,14
Cardinals,13,24,Bengals,2000,14
Titans,15,13,Eagles,2000,14
Seahawks,30,10,Falcons,2000,14
Rams,03,16,Panthers,2000,14
Raiders,20,21,Steelers,2000,14
Cowboys,07,27,Buccaneers,2000,14
Broncos,38,23,Saints,2000,14
Dolphins,33,06,Bills,2000,14
49ers,45,17,Chargers,2000,14
Giants,09,07,Redskins,2000,14
Colts,17,27,Jets,2000,14
Browns,00,48,Jaguars,2000,14
Packers,28,06,Bears,2000,14
Chiefs,24,30,Patriots,2000,14
Cardinals,10,44,Jaguars,2000,15
Panthers,14,15,Chiefs,2000,15
Buccaneers,16,13,Dolphins,2000,15
Steelers,10,30,Giants,2000,15
Chargers,03,24,Ravens,2000,15
Eagles,35,24,Browns,2000,15
Patriots,17,24,Bears,2000,15
Bengals,03,35,Titans,2000,15
Lions,13,26,Packers,2000,15
Saints,31,27,49ers,2000,15
Seahawks,24,31,Broncos,2000,15
Redskins,13,32,Cowboys,2000,15
Vikings,29,40,Rams,2000,15
Jets,07,31,Raiders,2000,15
Bills,20,44,Colts,2000,15
Redskins,03,24,Steelers,2000,16
Raiders,24,27,Seahawks,2000,16
Falcons,07,23,Saints,2000,16
Packers,33,28,Vikings,2000,16
Titans,24,00,Browns,2000,16
Chargers,22,30,Panthers,2000,16
Patriots,13,10,Bills,2000,16
Jaguars,14,17,Bengals,2000,16
Broncos,07,20,Chiefs,2000,16
Lions,10,07,Jets,2000,16
Bears,00,17,49ers,2000,16
Colts,20,13,Dolphins,2000,16
Ravens,13,07,Cardinals,2000,16
Giants,17,13,Cowboys,2000,16
Rams,35,38,Buccaneers,2000,16
Jaguars,25,28,Giants,2000,17
49ers,09,38,Broncos,2000,17
Cardinals,03,20,Redskins,2000,17
Bills,42,23,Seahawks,2000,17
Chiefs,13,29,Falcons,2000,17
Buccaneers,14,17,Packers,2000,17
Rams,26,21,Saints,2000,17
Jets,20,34,Ravens,2000,17
Bears,23,20,Lions,2000,17
Bengals,07,16,Eagles,2000,17
Dolphins,27,24,Patriots,2000,17
Steelers,34,21,Chargers,2000,17
Vikings,10,31,Colts,2000,17
Panthers,09,52,Raiders,2000,17
Cowboys,00,31,Titans,2000,17
Ravens,10,27,Rams,1999,1
Cardinals,25,24,Eagles,1999,1
Panthers,10,19,Saints,1999,1
Cowboys,41,35,Redskins,1999,1
Bengals,35,36,Titans,1999,1
Chiefs,17,20,Bears,1999,1
Patriots,30,28,Jets,1999,1
Raiders,24,28,Packers,1999,1
Lions,28,20,Seahawks,1999,1
Vikings,17,14,Falcons,1999,1
Giants,17,13,Buccaneers,1999,1
Steelers,43,00,Browns,1999,1
49ers,03,41,Jaguars,1999,1
Dolphins,38,21,Broncos,1999,1
Bills,14,31,Colts,1999,1
Cardinals,16,19,Dolphins,1999,2
Jets,03,17,Bills,1999,2
Packers,15,23,Lions,1999,2
Colts,28,31,Patriots,1999,2
Jaguars,22,20,Panthers,1999,2
Raiders,22,17,Vikings,1999,2
Steelers,23,20,Ravens,1999,2
Chargers,34,07,Bengals,1999,2
Seahawks,14,13,Bears,1999,2
Buccaneers,19,05,Eagles,1999,2
Redskins,50,21,Giants,1999,2
Saints,21,28,49ers,1999,2
Browns,09,26,Titans,1999,2
Broncos,10,26,Chiefs,1999,2
Falcons,07,24,Cowboys,1999,2
Falcons,07,35,Rams,1999,3
Redskins,27,20,Jets,1999,3
Bengals,03,27,Panthers,1999,3
Browns,10,17,Ravens,1999,3
Broncos,10,13,Buccaneers,1999,3
Lions,21,31,Chiefs,1999,3
Eagles,00,26,Bills,1999,3
Seahawks,29,10,Steelers,1999,3
Titans,20,19,Jaguars,1999,3
Colts,27,19,Chargers,1999,3
Bears,17,24,Raiders,1999,3
Vikings,20,23,Packers,1999,3
Giants,14,16,Patriots,1999,3
49ers,24,10,Cardinals,1999,3
Jets,21,13,Broncos,1999,4
Titans,22,24,49ers,1999,4
Raiders,21,22,Seahawks,1999,4
Cardinals,07,35,Cowboys,1999,4
Ravens,19,13,Falcons,1999,4
Jaguars,17,03,Steelers,1999,4
Patriots,19,07,Browns,1999,4
Saints,10,14,Bears,1999,4
Eagles,15,16,Giants,1999,4
Rams,38,10,Bengals,1999,4
Buccaneers,14,21,Vikings,1999,4
Panthers,36,38,Redskins,1999,4
Chiefs,14,21,Chargers,1999,4
Bills,23,18,Dolphins,1999,4
49ers,20,42,Rams,1999,5
Giants,03,14,Cardinals,1999,5
Ravens,11,14,Titans,1999,5
Broncos,16,13,Raiders,1999,5
Dolphins,34,31,Colts,1999,5
Buccaneers,23,26,Packers,1999,5
Bears,24,22,Vikings,1999,5
Chargers,20,10,Lions,1999,5
Cowboys,10,13,Eagles,1999,5
Patriots,14,16,Chiefs,1999,5
Steelers,21,24,Bills,1999,5
Falcons,20,17,Saints,1999,5
Bengals,18,17,Browns,1999,5
Jaguars,16,06,Jets,1999,5
Browns,07,24,Jaguars,1999,6
Colts,16,13,Jets,1999,6
Dolphins,31,30,Patriots,1999,6
Vikings,23,25,Lions,1999,6
Raiders,20,14,Bills,1999,6
Eagles,20,16,Bears,1999,6
Steelers,17,03,Bengals,1999,6
Rams,41,13,Falcons,1999,6
Titans,24,21,Saints,1999,6
Seahawks,10,13,Chargers,1999,6
Panthers,31,29,49ers,1999,6
Packers,10,31,Broncos,1999,6
Redskins,24,10,Cardinals,1999,6
Cowboys,10,13,Giants,1999,6
Chiefs,35,08,Ravens,1999,7
Bengals,10,31,Colts,1999,7
Browns,03,34,Rams,1999,7
Broncos,23,24,Patriots,1999,7
Lions,24,09,Panthers,1999,7
Bears,03,06,Buccaneers,1999,7
Saints,03,31,Giants,1999,7
Eagles,13,16,Dolphins,1999,7
49ers,16,40,Vikings,1999,7
Redskins,20,38,Cowboys,1999,7
Packers,31,03,Chargers,1999,7
Bills,16,26,Seahawks,1999,7
Jets,23,24,Raiders,1999,7
Falcons,09,13,Steelers,1999,7
Panthers,20,27,Falcons,1999,8
Bears,22,48,Redskins,1999,8
Browns,21,16,Saints,1999,8
Cowboys,24,34,Colts,1999,8
Jaguars,41,10,Bengals,1999,8
Giants,23,17,Eagles,1999,8
Bills,13,10,Ravens,1999,8
Chargers,00,34,Chiefs,1999,8
Dolphins,16,09,Raiders,1999,8
Patriots,27,03,Cardinals,1999,8
Vikings,23,20,Broncos,1999,8
Buccaneers,03,20,Lions,1999,8
Rams,21,24,Titans,1999,8
Seahawks,27,07,Packers,1999,8
Cardinals,07,12,Jets,1999,9
Ravens,41,09,Browns,1999,9
Bills,34,17,Redskins,1999,9
Bears,14,13,Packers,1999,9
Jaguars,30,07,Falcons,1999,9
Chiefs,17,25,Colts,1999,9
Eagles,07,33,Panthers,1999,9
Rams,27,31,Lions,1999,9
Buccaneers,31,16,Saints,1999,9
Steelers,27,06,49ers,1999,9
Bengals,20,37,Seahawks,1999,9
Broncos,33,17,Chargers,1999,9
Titans,00,17,Dolphins,1999,9
Cowboys,17,27,Vikings,1999,9
Redskins,28,35,Eagles,1999,10
49ers,06,24,Saints,1999,10
Chargers,09,28,Raiders,1999,10
Lions,19,23,Cardinals,1999,10
Packers,13,27,Cowboys,1999,10
Broncos,17,20,Seahawks,1999,10
Ravens,03,06,Jaguars,1999,10
Titans,24,14,Bengals,1999,10
Panthers,10,35,Rams,1999,10
Browns,16,15,Steelers,1999,10
Colts,27,19,Giants,1999,10
Chiefs,10,17,Buccaneers,1999,10
Dolphins,03,23,Bills,1999,10
Vikings,27,24,Bears,1999,10
Jets,24,17,Patriots,1999,10
Falcons,10,19,Buccaneers,1999,11
Bills,07,17,Jets,1999,11
Panthers,31,17,Browns,1999,11
Lions,17,26,Packers,1999,11
Colts,44,17,Eagles,1999,11
Patriots,17,27,Dolphins,1999,11
Steelers,10,16,Titans,1999,11
Seahawks,31,19,Chiefs,1999,11
Ravens,34,31,Bengals,1999,11
Bears,23,20,Chargers,1999,11
Cowboys,09,13,Cardinals,1999,11
Giants,13,23,Redskins,1999,11
Rams,23,07,49ers,1999,11
Saints,23,41,Jaguars,1999,11
Raiders,21,27,Broncos,1999,11
Bears,17,21,Lions,1999,12
Dolphins,00,20,Cowboys,1999,12
Chiefs,37,34,Raiders,1999,12
Jets,06,13,Colts,1999,12
Falcons,28,34,Panthers,1999,12
Cardinals,34,24,Giants,1999,12
Bengals,27,20,Steelers,1999,12
Jaguars,30,23,Ravens,1999,12
Patriots,07,17,Bills,1999,12
Saints,12,43,Rams,1999,12
Eagles,17,20,Redskins,1999,12
Chargers,27,35,Vikings,1999,12
Titans,33,21,Browns,1999,12
Buccaneers,16,03,Seahawks,1999,12
Packers,20,03,49ers,1999,12
Steelers,06,20,Jaguars,1999,13
Rams,34,21,Panthers,1999,13
49ers,30,44,Bengals,1999,13
Titans,14,41,Ravens,1999,13
Redskins,17,33,Lions,1999,13
Eagles,17,21,Cardinals,1999,13
Browns,10,23,Chargers,1999,13
Seahawks,21,30,Raiders,1999,13
Chiefs,16,10,Broncos,1999,13
Cowboys,06,13,Patriots,1999,13
Packers,35,19,Bears,1999,13
Colts,37,34,Dolphins,1999,13
Saints,12,35,Falcons,1999,13
Jets,28,41,Giants,1999,13
Vikings,17,24,Buccaneers,1999,13
Raiders,14,21,Titans,1999,14
Cardinals,03,28,Redskins,1999,14
Panthers,33,31,Packers,1999,14
Ravens,31,24,Steelers,1999,14
Browns,28,44,Bengals,1999,14
Lions,16,23,Buccaneers,1999,14
Patriots,15,20,Colts,1999,14
Giants,19,17,Bills,1999,14
Eagles,10,20,Cowboys,1999,14
Rams,30,14,Saints,1999,14
Chargers,19,16,Seahawks,1999,14
Dolphins,20,28,Jets,1999,14
Falcons,07,26,49ers,1999,14
Vikings,28,31,Chiefs,1999,14
Broncos,24,27,Jaguars,1999,14
Steelers,19,35,Chiefs,1999,15
49ers,24,41,Panthers,1999,15
Jaguars,24,14,Browns,1999,15
Patriots,09,24,Eagles,1999,15
Saints,08,31,Ravens,1999,15
Lions,10,28,Bears,1999,15
Falcons,17,30,Titans,1999,15
Giants,10,31,Rams,1999,15
Chargers,09,12,Dolphins,1999,15
Redskins,21,24,Colts,1999,15
Buccaneers,00,45,Raiders,1999,15
Jets,22,21,Cowboys,1999,15
Seahawks,30,36,Broncos,1999,15
Bills,31,21,Cardinals,1999,15
Packers,20,24,Vikings,1999,15
Cowboys,24,31,Saints,1999,16
Broncos,17,07,Lions,1999,16
Panthers,20,30,Steelers,1999,16
Bears,12,34,Rams,1999,16
Bengals,00,22,Ravens,1999,16
Bills,13,10,Patriots,1999,16
Cardinals,14,37,Falcons,1999,16
Colts,29,28,Browns,1999,16
Jaguars,14,41,Titans,1999,16
Vikings,34,17,Giants,1999,16
Raiders,20,23,Chargers,1999,16
Chiefs,14,23,Seahawks,1999,16
Packers,10,29,Buccaneers,1999,16
Redskins,26,20,49ers,1999,16
Jets,38,31,Dolphins,1999,16
Giants,18,26,Cowboys,1999,17
Seahawks,09,19,Jets,1999,17
Dolphins,10,21,Redskins,1999,17
Chargers,12,06,Broncos,1999,17
Colts,06,31,Bills,1999,17
Raiders,41,38,Chiefs,1999,17
Titans,47,36,Steelers,1999,17
Buccaneers,20,06,Bears,1999,17
Cardinals,24,49,Packers,1999,17
Ravens,03,20,Patriots,1999,17
Bengals,07,24,Jaguars,1999,17
Lions,17,24,Vikings,1999,17
Saints,13,45,Panthers,1999,17
Rams,31,38,Eagles,1999,17
49ers,29,34,Falcons,1999,17
Cardinals,10,38,Cowboys,1998,1
Falcons,19,14,Panthers,1998,1
Bills,14,16,Chargers,1998,1
Lions,19,38,Packers,1998,1
Jaguars,24,23,Bears,1998,1
Dolphins,24,15,Colts,1998,1
Saints,24,17,Rams,1998,1
Jets,30,36,49ers,1998,1
Steelers,20,13,Ravens,1998,1
Seahawks,38,00,Eagles,1998,1
Buccaneers,07,31,Vikings,1998,1
Oilers,23,14,Bengals,1998,1
Redskins,24,31,Giants,1998,1
Raiders,08,28,Chiefs,1998,1
Patriots,21,27,Broncos,1998,1
Cardinals,14,33,Seahawks,1998,2
Ravens,24,10,Jets,1998,2
Bills,07,13,Dolphins,1998,2
Panthers,14,19,Saints,1998,2
Bears,12,17,Steelers,1998,2
Bengals,34,28,Lions,1998,2
Cowboys,23,42,Broncos,1998,2
Chiefs,16,21,Jaguars,1998,2
Vikings,38,31,Rams,1998,2
Giants,17,20,Raiders,1998,2
Eagles,12,17,Falcons,1998,2
Chargers,13,07,Oilers,1998,2
Buccaneers,15,23,Packers,1998,2
Colts,06,29,Patriots,1998,2
49ers,45,10,Redskins,1998,2
Ravens,10,24,Jaguars,1998,3
Bears,15,27,Buccaneers,1998,3
Broncos,34,17,Raiders,1998,3
Lions,06,29,Vikings,1998,3
Packers,13,06,Bengals,1998,3
Colts,06,44,Jets,1998,3
Rams,34,33,Bills,1998,3
Chargers,07,23,Chiefs,1998,3
Oilers,16,27,Patriots,1998,3
Steelers,00,21,Dolphins,1998,3
Redskins,14,24,Seahawks,1998,3
Cowboys,31,07,Giants,1998,3
Eagles,03,17,Cardinals,1998,3
Cardinals,20,17,Rams,1998,4
Falcons,20,31,49ers,1998,4
Broncos,38,16,Redskins,1998,4
Packers,37,30,Panthers,1998,4
Jaguars,27,22,Oilers,1998,4
Chiefs,24,21,Eagles,1998,4
Vikings,31,28,Bears,1998,4
Saints,19,13,Colts,1998,4
Giants,34,16,Chargers,1998,4
Raiders,13,12,Cowboys,1998,4
Seahawks,10,13,Steelers,1998,4
Bengals,24,31,Ravens,1998,4
Buccaneers,06,27,Lions,1998,4
Lions,27,31,Bears,1998,5
Dolphins,09,20,Jets,1998,5
Raiders,23,20,Cardinals,1998,5
Patriots,30,27,Saints,1998,5
Giants,03,20,Buccaneers,1998,5
Cowboys,31,10,Redskins,1998,5
Eagles,16,41,Broncos,1998,5
Chargers,12,17,Colts,1998,5
49ers,21,26,Bills,1998,5
Seahawks,06,17,Chiefs,1998,5
Panthers,23,51,Falcons,1998,5
Vikings,37,24,Packers,1998,5
Panthers,20,27,Cowboys,1998,6
Bears,07,20,Cardinals,1998,6
Broncos,21,16,Seahawks,1998,6
Chiefs,10,40,Patriots,1998,6
Jets,10,30,Rams,1998,6
Steelers,20,25,Bengals,1998,6
Bills,31,24,Colts,1998,6
49ers,31,00,Saints,1998,6
Oilers,12,08,Ravens,1998,6
Redskins,12,17,Eagles,1998,6
Falcons,34,20,Giants,1998,6
Chargers,06,07,Raiders,1998,6
Dolphins,21,28,Jaguars,1998,6
Packers,20,27,Lions,1998,7
Cowboys,12,13,Bears,1998,7
Cardinals,07,34,Giants,1998,7
Ravens,06,16,Steelers,1998,7
Panthers,13,16,Buccaneers,1998,7
Bengals,14,44,Oilers,1998,7
Redskins,07,41,Vikings,1998,7
Colts,31,34,49ers,1998,7
Jaguars,16,17,Bills,1998,7
Saints,23,31,Falcons,1998,7
Eagles,10,13,Chargers,1998,7
Rams,00,14,Dolphins,1998,7
Jets,24,14,Patriots,1998,7
Bills,30,14,Panthers,1998,8
Bengals,10,27,Raiders,1998,8
Ravens,10,28,Packers,1998,8
Buccaneers,03,09,Saints,1998,8
Falcons,03,28,Jets,1998,8
Seahawks,27,20,Chargers,1998,8
Bears,23,20,Oilers,1998,8
Jaguars,24,37,Broncos,1998,8
Vikings,34,13,Lions,1998,8
Patriots,09,12,Dolphins,1998,8
49ers,28,10,Rams,1998,8
Steelers,20,13,Chiefs,1998,8
Cardinals,17,15,Lions,1998,9
Broncos,33,26,Bengals,1998,9
Jaguars,45,19,Ravens,1998,9
Dolphins,24,30,Bills,1998,9
Vikings,24,27,Buccaneers,1998,9
Patriots,21,16,Colts,1998,9
Saints,17,31,Panthers,1998,9
Giants,14,21,Redskins,1998,9
Jets,20,17,Chiefs,1998,9
Rams,15,37,Falcons,1998,9
49ers,22,36,Packers,1998,9
Oilers,41,31,Steelers,1998,9
Raiders,31,18,Seahawks,1998,9
Cowboys,34,00,Eagles,1998,9
Falcons,41,10,Patriots,1998,10
Panthers,23,25,49ers,1998,10
Bills,12,34,Jets,1998,10
Bengals,11,24,Jaguars,1998,10
Lions,09,10,Eagles,1998,10
Colts,14,27,Dolphins,1998,10
Chiefs,12,24,Seahawks,1998,10
Saints,24,31,Vikings,1998,10
Giants,06,16,Cowboys,1998,10
Raiders,10,13,Ravens,1998,10
Rams,20,12,Bears,1998,10
Chargers,10,27,Broncos,1998,10
Redskins,27,29,Cardinals,1998,10
Oilers,31,22,Buccaneers,1998,10
Packers,20,27,Steelers,1998,10
Ravens,13,14,Chargers,1998,11
Bengals,03,24,Vikings,1998,11
Cowboys,35,28,Cardinals,1998,11
Packers,37,03,Giants,1998,11
Dolphins,13,09,Panthers,1998,11
Patriots,10,13,Bills,1998,11
Jets,23,24,Colts,1998,11
Eagles,03,28,Redskins,1998,11
Steelers,14,23,Oilers,1998,11
Rams,03,24,Saints,1998,11
49ers,19,31,Falcons,1998,11
Seahawks,17,20,Raiders,1998,11
Buccaneers,24,29,Jaguars,1998,11
Bears,03,26,Lions,1998,11
Broncos,30,07,Chiefs,1998,11
Cardinals,45,42,Redskins,1998,12
Ravens,20,13,Bengals,1998,12
Panthers,24,20,Rams,1998,12
Bears,13,20,Falcons,1998,12
Lions,28,25,Buccaneers,1998,12
Colts,11,34,Bills,1998,12
Packers,14,28,Vikings,1998,12
Jaguars,15,30,Steelers,1998,12
Chiefs,37,38,Chargers,1998,12
Jets,24,03,Oilers,1998,12
Raiders,14,40,Broncos,1998,12
Eagles,00,20,Giants,1998,12
